Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,CapCategory,InvestmentRecommendation,AssetAllocation
BA,Boeing Company,$168.93,2.73,1.643%,123368861892.0,United States,,5809094,Industrials,Aerospace,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BA^A,Boeing Company,$58.78,0.92,1.59%,,United States,,1080804,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BABA,Alibaba Group,$82.43,-0.01,-0.012%,200605016914.0,China,2014.0,7553486,Consumer Discretionary,Business Services,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BAC,Bank of,$46.64,-0.46,-0.977%,357863104497.0,United States,,56295415,Finance,Major Banks,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BAC^B,Bank of,$25.38,0.04,0.158%,,United States,,134557,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BAC^E,Bank of,$23.955,0.0197,0.082%,,United States,,11213,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BAC^K,Bank of,$24.86,0.09,0.363%,,United States,,76585,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BAC^L,Bank of,$1230.00,7.0,0.572%,,United States,,4215,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BAC^M,Bank of,$23.17,0.05,0.216%,,United States,,186326,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BAC^N,Bank of,$21.45,-0.09,-0.418%,,United States,,130455,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BAC^O,Bank of,$19.06,0.07,0.369%,,United States,,74847,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BAC^P,Bank of,$17.93,-0.06,-0.334%,,United States,,62084,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BAC^Q,Bank of,$18.52,0.02,0.108%,,United States,,78818,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BAC^S,Bank of,$20.69,0.05,0.242%,,United States,,48805,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BACK,IMAC Holdings,$1.32,0.02,1.538%,2657423.0,United States,2019.0,11895,Health Care,Medical Specialities,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BACQ,Bleichroeder Acquisition,$9.89,0.01,0.101%,0.0,United States,2024.0,32699,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BACQR,Bleichroeder Acquisition,$0.1758,-0.0082,-4.457%,0.0,United States,2024.0,578,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BACQU,Bleichroeder Acquisition,$10.04,-0.01,-0.10%,0.0,United States,2024.0,3011,Finance,Blank Checks,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BAER,Bridger Aerospace,$2.77,-0.13,-4.483%,149712448.0,United States,,589007,Consumer Discretionary,Business Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BAERW,Bridger Aerospace,$0.1837,-0.0461,-20.061%,9928584.0,United States,,362909,Consumer Discretionary,Business Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BAFN,BayFirst Financial,$13.40,0.08,0.601%,55382012.0,United States,,3228,Finance,Major Banks,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BAH,Booz Allen,$136.30,0.23,0.169%,17415425007.0,United States,2010.0,1456672,Consumer Discretionary,Professional Services,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BAK,Braskem SA,$4.11,-0.02,-0.484%,1856358160.0,Brazil,,545492,Industrials,Major Chemicals,Small-cap,"High Risk, High Potential Return",Equity – Agg
BALL,Ball Corporation,$54.25,-0.01,-0.018%,16189608439.0,United States,,2161941,Industrials,Containers/Packaging,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BALY,Bally's Corporation,$18.12,0.07,0.388%,736883213.0,United States,2019.0,293706,Consumer Discretionary,Hotels/Resorts,Small-cap,"High Risk, High Potential Return",Equity – Agg
BAM,Brookfield Asset,$55.04,0.91,1.681%,21503906134.0,,2022.0,762228,Consumer Discretionary,Other Consumer Services,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BANC,Banc of,$15.86,-0.21,-1.307%,2518677894.0,United States,,1464513,Finance,Major Banks,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BANC^F,Banc of,$24.70,-0.03,-0.121%,,United States,,80723,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BAND,Bandwidth ,$15.69,-0.11,-0.696%,431633610.0,United States,2017.0,177303,Technology,Computer Software: Prepackaged Software,Small-cap,"High Risk, High Potential Return",Equity – Agg
BANF,BancFirst Corporation,$118.80,1.09,0.926%,3935716052.0,United States,1993.0,145608,Finance,Major Banks,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BANFP,BancFirst Corporation,$25.8836,0.1189,0.461%,857495791.0,United States,,338,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
BANL,CBL International,$1.1358,-0.0137,-1.192%,31234500.0,Malaysia,2023.0,5290,Energy,Oil Refining/Marketing,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BANR,Banner Corporation,$69.83,-0.62,-0.88%,2406274973.0,United States,,285147,Finance,Major Banks,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BANX,ArrowMark Financial,$20.98,0.51,2.491%,149013093.0,United States,,28680,Finance,Trusts Except Educational Religious and Charitable,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BAOS,Baosheng Media,$2.87,-0.04,-1.375%,4403978.0,China,2021.0,24106,Consumer Discretionary,Business Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BAP,Credicorp Ltd.,$186.75,-3.51,-1.845%,17625897700.0,Peru,,129686,Finance,Commercial Banks,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BARK,BARK ,$1.96,-0.05,-2.488%,340950169.0,United States,2020.0,607051,Consumer Discretionary,Other Specialty Stores,Small-cap,"High Risk, High Potential Return",Equity – Agg
BASE,Couchbase ,$16.36,0.36,2.25%,856412527.0,United States,2021.0,262138,Technology,Computer Software: Prepackaged Software,Small-cap,"High Risk, High Potential Return",Equity – Agg
BATL,Battalion Oil,$1.90,0.01,0.529%,31267470.0,United States,,159679,Energy,Oil & Gas Production,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BATRA,Atlanta Braves,$39.95,0.1,0.251%,2482436431.0,United States,,34351,Consumer Discretionary,Services-Misc. Amusement & Recreation,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BATRK,Atlanta Braves,$37.36,0.26,0.701%,2321497498.0,United States,,309914,Consumer Discretionary,Services-Misc. Amusement & Recreation,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BAX,Baxter International,$30.95,0.74,2.45%,15802685632.0,United States,,6862479,Health Care,Medical/Dental Instruments,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BAYA,Bayview Acquisition,$10.78,0.03,0.279%,0.0,United States,2023.0,206,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BAYAR,Bayview Acquisition,$0.1971,-0.0029,-1.45%,0.0,United States,2023.0,300,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BB,BlackBerry Limited,$4.21,0.07,1.691%,2490565272.0,Canada,,13468353,Technology,Computer Software: Prepackaged Software,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BBAI,BigBear.ai ,$4.15,0.76,22.419%,1039931473.0,United States,2021.0,58231132,Technology,Computer Software: Prepackaged Software,Small-cap,"High Risk, High Potential Return",Equity – Agg
BBAR,Banco BBVA,$22.72,-0.65,-2.781%,4640257665.0,Argentina,,602428,Finance,Commercial Banks,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BBCP,Concrete Pumping,$8.97,0.1,1.127%,475433385.0,United States,2017.0,570760,Consumer Discretionary,Engineering & Construction,Small-cap,"High Risk, High Potential Return",Equity – Agg
BBD,Banco Bradesco,$1.98,-0.03,-1.493%,21071497051.0,Brazil,,46085845,Finance,Major Banks,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BBDC,Barings BDC,$9.72,0.12,1.25%,1026032877.0,United States,,340690,Finance,Diversified Financial Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
BBDO,Banco Bradesco,$1.84,-0.01,-0.541%,19581593220.0,Brazil,,56170,Finance,Major Banks,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BBGI,Beasley Broadcast,$8.52,-0.4436,-4.949%,15095966.0,United States,2000.0,19884,Consumer Discretionary,Broadcasting,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BBIO,BridgeBio Pharma,$34.11,-0.89,-2.543%,6446442146.0,United States,2019.0,2841775,Health Care,Biotechnology: Pharmaceutical Preparations,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BBLG,Bone Biologics,$0.9581,-0.0097,-1.002%,2360312.0,United States,,27370,Health Care,Industrial Specialties,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BBLGW,Bone Biologics,$59.20,0.0,0.00%,145841213.0,United States,,602,Health Care,Industrial Specialties,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BBN,BlackRock Taxable,$16.20,0.02,0.124%,0.0,United States,2010.0,145446,Finance,Finance Companies,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BBSI,Barrett Business,$43.94,0.88,2.044%,1139673933.0,United States,1993.0,93192,Consumer Discretionary,Professional Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
BBU,Brookfield Business,$21.78,-0.47,-2.112%,4724990618.0,,2016.0,16569,Consumer Discretionary,Engineering & Construction,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BBUC,Brookfield Business,$23.58,-0.41,-1.709%,2331792528.0,,2022.0,61652,Consumer Discretionary,Engineering & Construction,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BBVA,Banco Bilbao,$10.69,-0.09,-0.835%,62407582662.0,Spain,,1275482,Finance,Commercial Banks,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BBW,Build-A-Bear Workshop,$38.43,-0.82,-2.089%,516495472.0,United States,2004.0,230562,Consumer Discretionary,Recreational Games/Products/Toys,Small-cap,"High Risk, High Potential Return",Equity – Agg
BBWI,Bath &,$36.68,-0.25,-0.677%,7944231391.0,United States,,3636193,Consumer Discretionary,Clothing/Shoe/Accessory Stores,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BBY,Best Buy,$82.21,-1.0,-1.202%,17576136523.0,United States,,2354388,Consumer Discretionary,Consumer Electronics/Video Chains,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BC,Brunswick Corporation,$67.58,0.29,0.431%,4459146143.0,United States,,488887,Industrials,Industrial Machinery/Components,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BC^A,Brunswick Corporation,$24.50,0.22,0.906%,,United States,,14443,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BC^B,Brunswick Corporation,$24.99,0.0,0.00%,,United States,,2,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BC^C,Brunswick Corporation,$24.60,0.29,1.193%,,United States,,15050,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BCAB,BioAtla ,$0.4859,0.0039,0.809%,23491114.0,United States,2020.0,888078,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCAL,California BanCorp,$15.08,-0.21,-1.373%,485051035.0,United States,,45371,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
BCAN,Femto Technologies,$4.58,0.19,4.328%,2977398.0,Canada,,14297,Technology,Computer Software: Prepackaged Software,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCAT,BlackRock Capital,$15.58,-0.01,-0.064%,1684743300.0,United States,2020.0,322878,Finance,Finance/Investors Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
BCAX,Bicara Therapeutics,$11.88,-1.04,-8.05%,646457554.0,United States,2024.0,599028,Health Care,Biotechnology: Pharmaceutical Preparations,Small-cap,"High Risk, High Potential Return",Equity – Agg
BCBP,BCB Bancorp,$11.63,-0.16,-1.357%,198267938.0,United States,2005.0,51332,Finance,Savings Institutions,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCC,Boise Cascade,$128.46,1.28,1.006%,4933448750.0,United States,2013.0,365599,Consumer Discretionary,RETAIL: Building Materials,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BCDA,BioCardia ,$2.121,-0.089,-4.027%,9723268.0,United States,,19431,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCE,BCE ,$22.82,0.09,0.396%,20818300410.0,Canada,,4367656,Telecommunications,Telecommunications Equipment,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BCG,Binah Capital,$2.51,-0.08,-3.089%,41672175.0,United States,,137900,Finance,Finance: Consumer Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCGWW,Binah Capital,$0.0639,0.0039,6.50%,1060897.0,United States,,1000,Finance,Finance: Consumer Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCH,Banco De,$23.22,0.05,0.216%,11728083127.0,Chile,,125463,Finance,Commercial Banks,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BCLI,Brainstorm Cell,$1.99,-0.06,-2.927%,11349818.0,United States,,43000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCML,BayCom Corp,$26.42,-0.37,-1.381%,293829370.0,United States,2018.0,44280,Finance,Major Banks,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCO,Brinks Company,$90.96,-1.73,-1.866%,3969736717.0,United States,,176054,Consumer Discretionary,Oil Refining/Marketing,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BCOV,Brightcove ,$4.42,0.0,0.00%,199499586.0,United States,2012.0,146649,Technology,EDP Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCOW,1895 Bancorp,$10.00,-0.16,-1.575%,59582610.0,United States,2019.0,2157,Finance,Banks,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCPC,Balchem Corporation,$160.51,0.33,0.206%,5217813495.0,United States,,120144,Industrials,Major Chemicals,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BCRX,BioCryst Pharmaceuticals,$7.06,-0.17,-2.351%,1462355951.0,United States,1994.0,2519104,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small-cap,"High Risk, High Potential Return",Equity – Agg
BCS,Barclays PLC,$13.99,-0.05,-0.356%,50432549475.0,United Kingdom,,24297146,Finance,Commercial Banks,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BCSF,Bain Capital,$17.42,0.12,0.694%,1124674656.0,United States,2018.0,199796,Finance,Finance/Investors Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
BCTX,BriaCell Therapeutics,$0.385,-0.0149,-3.726%,13797692.0,Canada,,400253,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCTXW,BriaCell Therapeutics,$0.1488,-0.0192,-11.429%,5332718.0,Canada,,196944,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCV,Bancroft Fund,$18.01,0.09,0.502%,0.0,United States,1972.0,16846,Finance,Finance/Investors Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BCV^A,Bancroft Fund,$22.72,0.08,0.353%,,United States,,3260,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BCX,BlackRock Resources,$9.11,-0.09,-0.978%,773056471.0,United States,2011.0,195960,Finance,Finance/Investors Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
BCYC,Bicycle Therapeutics,$13.59,-0.96,-6.598%,938335425.0,United Kingdom,2019.0,288033,Health Care,Biotechnology: Pharmaceutical Preparations,Small-cap,"High Risk, High Potential Return",Equity – Agg
BDC,Belden Inc,$118.80,1.45,1.236%,4791993188.0,United States,,208256,Industrials,Telecommunications Equipment,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BDJ,Blackrock Enhanced,$8.60,-0.05,-0.578%,1521173444.0,United States,2005.0,546709,Finance,Finance Companies,Small-cap,"High Risk, High Potential Return",Equity – Agg
BDL,Flanigan's Enterprises,$24.855,0.555,2.284%,46196671.0,United States,1972.0,1012,Consumer Discretionary,Restaurants,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BDMD,Baird Medical,$5.42,-1.2,-18.127%,159411761.0,China,,254327,Health Care,Medical/Dental Instruments,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BDMDW,Baird Medical,$0.08,-0.006,-6.977%,2352941.0,China,,45220,Health Care,Medical/Dental Instruments,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BDN,Brandywine Realty,$5.17,0.04,0.78%,892683416.0,United States,,1050293,Real Estate,Real Estate Investment Trusts,Small-cap,"High Risk, High Potential Return",Equity – Agg
BDRX,Biodexa Pharmaceuticals,$4.34,0.18,4.327%,2520846.0,United Kingdom,,9336,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BDSX,Biodesix ,$1.14,0.03,2.703%,165832716.0,United States,2020.0,345701,Health Care,Medical Specialities,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BDTX,Black Diamond,$2.21,0.1,4.739%,125052989.0,United States,2020.0,1101574,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BDX,Becton Dickinson,$236.30,3.71,1.595%,68319556956.0,United States,,2257699,Health Care,Medical/Dental Instruments,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BE,Bloom Energy,$23.56,0.91,4.018%,5385250042.0,United States,2018.0,3014534,Energy,Industrial Machinery/Components,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BEAG,Bold Eagle,$9.91,-0.01,-0.101%,0.0,United States,2024.0,1990,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BEAGR,Bold Eagle,$0.2225,0.0025,1.136%,0.0,United States,2024.0,8261,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BEAGU,Bold Eagle,$10.11,-0.11,-1.076%,0.0,United States,2024.0,28378,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BEAM,Beam Therapeutics,$23.40,0.01,0.043%,1937651672.0,United States,2020.0,896954,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small-cap,"High Risk, High Potential Return",Equity – Agg
BEAT,Heartbeam ,$2.14,-0.09,-4.036%,57064106.0,United States,2021.0,31891,Health Care,Medical/Dental Instruments,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BEATW,Heartbeam ,$0.6899,-0.0301,-4.181%,18396508.0,United States,2021.0,1175,Health Care,Medical/Dental Instruments,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BECN,Beacon Roofing,$114.60,-2.58,-2.202%,7092362966.0,United States,2004.0,2016000,Consumer Discretionary,RETAIL: Building Materials,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BEDU,Bright Scholar,$1.69,-0.105,-5.85%,50237285.0,China,2017.0,182,Real Estate,Other Consumer Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BEEM,Beam Global,$3.24,0.06,1.887%,47867439.0,United States,,192462,Technology,Semiconductors,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BEEP,Mobile Infrastructure,$3.90,0.2,5.405%,163410000.0,,2023.0,45454,Finance,Blank Checks,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BEKE,KE Holdings,$16.69,0.02,0.12%,19978602490.0,China,2020.0,4622535,Finance,Real Estate,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BELFA,Bel Fuse,$85.03,-1.96,-2.253%,1066727794.0,United States,,7536,,,Small-cap,"High Risk, High Potential Return",Equity – Agg
BELFB,Bel Fuse,$79.72,-0.42,-0.524%,1000112193.0,United States,,49887,,,Small-cap,"High Risk, High Potential Return",Equity – Agg
BEN,Franklin Resources,$19.40,-0.23,-1.172%,10159152934.0,United States,,2681333,Finance,Investment Managers,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BENF,Beneficient Class,$0.686,0.0132,1.962%,3485296.0,United States,,98085,Finance,Finance: Consumer Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BENFW,Beneficient Warrant,$0.009,0.0009,11.111%,45725.0,United States,,62165,Finance,Finance: Consumer Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BEP,Brookfield Renewable,$20.93,-0.01,-0.048%,10075658214.0,Canada,,1169827,Utilities,Electric Utilities: Central,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BEP^A,Brookfield Renewable,$18.985,0.365,1.96%,,Canada,,5334,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BEPC,Brookfield Renewable,$26.04,0.51,1.998%,9741891193.0,United States,,1104736,Utilities,Electric Utilities: Central,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BEPH,Brookfield BRP,$15.92,0.08,0.505%,4571656293.0,Canada,,21828,Utilities,Electric Utilities: Central,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BEPI,Brookfield BRP,$16.9047,0.1947,1.165%,4854427018.0,Canada,2021.0,24162,Utilities,Electric Utilities: Central,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BEPJ,Brookfield BRP,$24.75,0.0,0.00%,7107317415.0,Canada,2024.0,30624,Utilities,Electric Utilities: Central,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BERY,Berry Global,$67.63,0.88,1.318%,7790976000.0,United States,2012.0,1005616,Industrials,Plastic Products,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BEST,BEST ,$2.6901,0.0051,0.19%,54274704.0,Cayman Islands,2023.0,5363,Industrials,Trucking Freight/Courier Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BETR,Better Home,$10.48,1.0,10.549%,158776192.0,United Kingdom,2021.0,149810,Finance,Finance: Consumer Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BETRW,Better Home,$0.0808,0.0,0.00%,1224152.0,United Kingdom,2021.0,10,Finance,Finance: Consumer Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BF/A,Brown Forman,$33.85,0.38,1.135%,,United States,,116909,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BF/B,Brown Forman,$34.08,0.39,1.158%,,United States,,2330583,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BFAM,Bright Horizons,$117.67,1.87,1.615%,6846420086.0,United States,2013.0,367930,Consumer Discretionary,Other Consumer Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BFC,Bank First,$97.54,-1.79,-1.802%,976576040.0,United States,,16290,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
BFH,Bread Financial,$60.87,-0.61,-0.992%,3026155824.0,United States,,466803,Consumer Discretionary,Business Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BFIN,BankFinancial Corporation,$12.20,0.07,0.577%,152020272.0,United States,2005.0,7304,Finance,Savings Institutions,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BFK,BlackRock Municipal,$10.09,0.07,0.699%,0.0,United States,,54754,Finance,Finance Companies,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BFLY,Butterfly Network,$3.88,-0.06,-1.523%,826680742.0,United States,2020.0,2956189,Health Care,Medical Electronics,Small-cap,"High Risk, High Potential Return",Equity – Agg
BFRG,Bullfrog AI,$2.11,-0.04,-1.86%,18384751.0,United States,2023.0,82476,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BFRGW,Bullfrog AI,$0.55,0.08,17.021%,4792234.0,United States,2023.0,87850,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BFRI,Biofrontera ,$1.07,0.07,7.00%,8291656.0,United States,2021.0,278657,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BFRIW,Biofrontera ,$0.078,0.0,0.00%,604438.0,United States,2021.0,20,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BFS,Saul Centers,$36.96,0.32,0.873%,893353138.0,United States,1993.0,50171,Real Estate,Real Estate Investment Trusts,Small-cap,"High Risk, High Potential Return",Equity – Agg
BFS^D,Saul Centers,$21.3274,0.1774,0.839%,,United States,,881,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BFS^E,Saul Centers,$21.01,-0.23,-1.083%,,United States,,9280,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
BFST,Business First,$25.13,-0.24,-0.946%,742376764.0,United States,,101249,Finance,Major Banks,Small-cap,"High Risk, High Potential Return",Equity – Agg
BFZ,BlackRock California,$11.28,-0.04,-0.353%,0.0,United States,2001.0,49440,Finance,Finance Companies,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BG,Bunge Limited,$79.40,-1.04,-1.293%,11086392058.0,United States,,1875195,Consumer Staples,Packaged Foods,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
BGB,Blackstone Strategic,$12.27,-0.05,-0.406%,0.0,United States,2012.0,181667,Finance,Trusts Except Educational Religious and Charitable,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BGC,BGC Group,$9.36,-0.04,-0.426%,4490169438.0,United States,,2756689,Finance,Investment Bankers/Brokers/Service,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
BGFV,Big 5,$1.67,-0.01,-0.595%,37908666.0,United States,2002.0,120702,Consumer Discretionary,Other Specialty Stores,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BGH,Barings Global,$15.79,-0.09,-0.567%,0.0,United States,2012.0,38187,Finance,Investment Managers,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BGI,Birks Group,$1.45,-0.05,-3.333%,27790655.0,Canada,,2595,Consumer Discretionary,Consumer Specialties,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BGLC,BioNexus Gene,$0.38,0.03,8.571%,6827712.0,Malaysia,,497247,Health Care,Medical Specialities,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BGM,BGM Group,$9.43,-0.07,-0.737%,67424500.0,China,2021.0,57350,Health Care,Biotechnology: Pharmaceutical Preparations,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
BGR,BlackRock Energy,$13.42,-0.02,-0.149%,1819566723.0,United States,2004.0,49008,Finance,Trusts Except Educational Religious and Charitable,Small-cap,"High Risk, High Potential Return",Equity – Agg
BGS,B&G Foods,$6.45,0.04,0.624%,510607065.0,United States,,1235905,Consumer Staples,Packaged Foods,Small-cap,"High Risk, High Potential Return",Equity – Agg
